chr	pos	pr_1_BFL	pr_1_HCC	pr_1_KPC	pr_1_LBJ	pr_6_BFL	pr_6_HCC	pr_6_KPC	pr_6_LBJ	reads_1_BFL	reads_1_HCC	reads_1_KPC	reads_1_LBJ	reads_6_BFL	reads_6_HCC	reads_6_KPC	reads_6_LBJ
Ha412HOChr01	57000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.175	0.024390243902439025	0.13846153846153847	0.21428571428571427	180	180	180	180	40	41	65	28
Ha412HOChr01	58000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.175	0.024390243902439025	0.13846153846153847	0.21428571428571427	180	180	180	180	40	41	65	28
Ha412HOChr01	59000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.15384615384615385	0.024390243902439025	0.13846153846153847	0.21428571428571427	180	180	180	180	39	41	65	28
Ha412HOChr01	60000000	0.2569832402234637	0.2569832402234637	0.2569832402234637	0.2569832402234637	0.15789473684210525	0.037037037037037035	0.15942028985507245	0.16666666666666666	179	179	179	179	38	54	69	42
Ha412HOChr01	61000000	0.24431818181818182	0.24431818181818182	0.24431818181818182	0.24431818181818182	0.2	0.018867924528301886	0.12121212121212122	0.16666666666666666	176	176	176	176	40	53	66	42
Ha412HOChr01	62000000	0.22872340425531915	0.22872340425531915	0.22872340425531915	0.22872340425531915	0.16326530612244897	0.02	0.10810810810810811	0.16666666666666666	188	188	188	188	49	50	74	42
Ha412HOChr01	63000000	0.24083769633507854	0.24083769633507854	0.24083769633507854	0.24083769633507854	0.15555555555555556	0.02127659574468085	0.12	0.14634146341463414	191	191	191	191	45	47	75	41
Ha412HOChr01	64000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.14583333333333334	0.024390243902439025	0.12162162162162163	0.13043478260869565	180	180	180	180	48	41	74	46
Ha412HOChr01	65000000	0.2569832402234637	0.2569832402234637	0.2569832402234637	0.2569832402234637	0.15217391304347827	0	0.08450704225352113	0.07692307692307693	179	179	179	179	46	79	71	78
Ha412HOChr01	66000000	0.25842696629213485	0.25842696629213485	0.25842696629213485	0.25842696629213485	0.16666666666666666	0.03636363636363636	0.1527777777777778	0.1794871794871795	178	178	178	178	42	55	72	39
Ha412HOChr01	67000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.16666666666666666	0.015873015873015872	0.13043478260869565	0.15789473684210525	180	180	180	180	42	63	69	38
Ha412HOChr01	68000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.14893617021276595	0.013333333333333334	0.13432835820895522	0.17647058823529413	180	180	180	180	47	75	67	34
Ha412HOChr01	69000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.13725490196078433	0.016666666666666666	0.12857142857142856	0.14285714285714285	180	180	180	180	51	60	70	42
Ha412HOChr01	70000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.15217391304347827	0.02127659574468085	0.11842105263157894	0.15789473684210525	180	180	180	180	46	47	76	38
Ha412HOChr01	71000000	0.2541436464088398	0.2541436464088398	0.2541436464088398	0.2541436464088398	0.15217391304347827	0.02564102564102564	0.12	0.17142857142857143	181	181	181	181	46	39	75	35
Ha412HOChr01	72000000	0.25842696629213485	0.25842696629213485	0.25842696629213485	0.25842696629213485	0.1590909090909091	0.018518518518518517	0.1323529411764706	0.08571428571428572	178	178	178	178	44	54	68	70
Ha412HOChr01	73000000	0.25842696629213485	0.25842696629213485	0.25842696629213485	0.25842696629213485	0.15555555555555556	0.018867924528301886	0.1323529411764706	0.14634146341463414	178	178	178	178	45	53	68	41
Ha412HOChr01	74000000	0.25139664804469275	0.25139664804469275	0.25139664804469275	0.25139664804469275	0.25	0.02040816326530612	0.140625	0.14583333333333334	179	179	179	179	48	49	64	48
Ha412HOChr01	75000000	0.2658959537572254	0.2658959537572254	0.2658959537572254	0.2658959537572254	0.175	0.018518518518518517	0.13432835820895522	0.11320754716981132	173	173	173	173	40	54	67	53
Ha412HOChr01	76000000	0.2541436464088398	0.2541436464088398	0.2541436464088398	0.2541436464088398	0.1276595744680851	0.024390243902439025	0.15151515151515152	0.2222222222222222	181	181	181	181	47	41	66	36
Ha412HOChr01	77000000	0.2541436464088398	0.2541436464088398	0.2541436464088398	0.2541436464088398	0.1276595744680851	0.023809523809523808	0.15151515151515152	0.2222222222222222	181	181	181	181	47	42	66	36
Ha412HOChr01	78000000	0.24293785310734464	0.24293785310734464	0.24293785310734464	0.24293785310734464	0.15789473684210525	0.023809523809523808	0.14492753623188406	0.27586206896551724	177	177	177	177	38	42	69	29
Ha412HOChr01	79000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.1590909090909091	0.022222222222222223	0.13846153846153847	0.1875	180	180	180	180	44	45	65	32
Ha412HOChr01	80000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.1794871794871795	0.02702702702702703	0.12903225806451613	0.13333333333333333	180	180	180	180	39	37	62	45
Ha412HOChr01	81000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.1044776119402985	0.01818181818181818	0.12307692307692308	0.07058823529411765	180	180	180	180	67	55	65	85
Ha412HOChr01	82000000	0.25139664804469275	0.25139664804469275	0.25139664804469275	0.25139664804469275	0.1320754716981132	0.022222222222222223	0.13636363636363635	0.1276595744680851	179	179	179	179	53	45	66	47
Ha412HOChr01	83000000	0.25139664804469275	0.25139664804469275	0.25139664804469275	0.25139664804469275	0.2	0.02564102564102564	0.13846153846153847	0.2222222222222222	179	179	179	179	40	39	65	27
Ha412HOChr01	84000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.14285714285714285	0.024390243902439025	0.13846153846153847	0.1935483870967742	180	180	180	180	49	41	65	31
Ha412HOChr01	85000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.14285714285714285	0.024390243902439025	0.13846153846153847	0.1935483870967742	180	180	180	180	49	41	65	31
Ha412HOChr01	86000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.14285714285714285	0.024390243902439025	0.13846153846153847	0.1935483870967742	180	180	180	180	49	41	65	31
Ha412HOChr01	87000000	0.28342245989304815	0.28342245989304815	0.28342245989304815	0.28342245989304815	0.2558139534883721	0.057692307692307696	0.2112676056338028	0.2857142857142857	187	187	187	187	43	52	71	42
Ha412HOChr01	88000000	0.28342245989304815	0.28342245989304815	0.28342245989304815	0.28342245989304815	0.2558139534883721	0.057692307692307696	0.2112676056338028	0.2857142857142857	187	187	187	187	43	52	71	42
Ha412HOChr01	89000000	0.28342245989304815	0.28342245989304815	0.28342245989304815	0.28342245989304815	0.22727272727272727	0.03636363636363636	0.19444444444444445	0.20454545454545456	187	187	187	187	44	55	72	44
Ha412HOChr01	90000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.175	0.019230769230769232	0.13432835820895522	0.11320754716981132	180	180	180	180	40	52	67	53
Ha412HOChr01	91000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.175	0.019230769230769232	0.13432835820895522	0.10714285714285714	180	180	180	180	40	52	67	56
Ha412HOChr01	92000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.1794871794871795	0.024390243902439025	0.13636363636363635	0.18181818181818182	180	180	180	180	39	41	66	33
Ha412HOChr01	93000000	0.25842696629213485	0.25842696629213485	0.25842696629213485	0.25842696629213485	0.16666666666666666	0.02564102564102564	0.13846153846153847	0.1891891891891892	178	178	178	178	48	39	65	37
Ha412HOChr01	94000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.14893617021276595	0.015625	0.13432835820895522	0.0967741935483871	180	180	180	180	47	64	67	62
Ha412HOChr01	95000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.13725490196078433	0.019230769230769232	0.12857142857142856	0.08695652173913043	180	180	180	180	51	52	70	69
Ha412HOChr01	96000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.17073170731707318	0.02040816326530612	0.16071428571428573	0.06896551724137931	180	180	180	180	41	49	56	87
Ha412HOChr01	97000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.17073170731707318	0.017543859649122806	0.16071428571428573	0.07142857142857142	180	180	180	180	41	57	56	84
Ha412HOChr01	98000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.16279069767441862	0.018867924528301886	0.16071428571428573	0.10714285714285714	180	180	180	180	43	53	56	56
Ha412HOChr01	99000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.17073170731707318	0.03125	0.16363636363636364	0.16666666666666666	180	180	180	180	41	32	55	36
Ha412HOChr01	100000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.1794871794871795	0.02702702702702703	0.140625	0.23076923076923078	180	180	180	180	39	37	64	26
Ha412HOChr01	101000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.16216216216216217	0.025	0.140625	0.15789473684210525	180	180	180	180	37	40	64	38
Ha412HOChr01	102000000	0.2569832402234637	0.2569832402234637	0.2569832402234637	0.2569832402234637	0.1794871794871795	0.025	0.140625	0.15	179	179	179	179	39	40	64	40
Ha412HOChr01	103000000	0.2569832402234637	0.2569832402234637	0.2569832402234637	0.2569832402234637	0.175	0.025	0.13636363636363635	0.23333333333333334	179	179	179	179	40	40	66	30
Ha412HOChr01	104000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.1951219512195122	0.025	0.13846153846153847	0.1590909090909091	180	180	180	180	41	40	65	44
Ha412HOChr01	105000000	0.2541436464088398	0.2541436464088398	0.2541436464088398	0.2541436464088398	0.1509433962264151	0.017543859649122806	0.1111111111111111	0.08045977011494253	181	181	181	181	53	57	81	87
Ha412HOChr01	106000000	0.2541436464088398	0.2541436464088398	0.2541436464088398	0.2541436464088398	0.14545454545454545	0.017857142857142856	0.1125	0.08139534883720931	181	181	181	181	55	56	80	86
Ha412HOChr01	107000000	0.18674698795180722	0.18674698795180722	0.18674698795180722	0.18674698795180722	0.11320754716981132	0.017857142857142856	0.08974358974358974	0.060240963855421686	166	166	166	166	53	56	78	83
Ha412HOChr01	108000000	0.16939890710382513	0.16939890710382513	0.16939890710382513	0.16939890710382513	0.12244897959183673	0.023255813953488372	0.0945945945945946	0.1	183	183	183	183	49	43	74	50
Ha412HOChr01	109000000	0.23	0.23	0.23	0.23	0.14285714285714285	0.021739130434782608	0.1323529411764706	0.11320754716981132	200	200	200	200	49	46	68	53
Ha412HOChr01	110000000	0.23	0.23	0.23	0.23	0.15555555555555556	0.020833333333333332	0.12857142857142856	0.09523809523809523	200	200	200	200	45	48	70	63
Ha412HOChr01	111000000	0.23232323232323232	0.23232323232323232	0.23232323232323232	0.23232323232323232	0.16279069767441862	0.011363636363636364	0.1323529411764706	0.08	198	198	198	198	43	88	68	75
Ha412HOChr01	112000000	0.23232323232323232	0.23232323232323232	0.23232323232323232	0.23232323232323232	0.16279069767441862	0.012658227848101266	0.1323529411764706	0.08695652173913043	198	198	198	198	43	79	68	69
Ha412HOChr01	113000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.16279069767441862	0.017543859649122806	0.13636363636363635	0.13953488372093023	180	180	180	180	43	57	66	43
Ha412HOChr01	114000000	0.25136612021857924	0.25136612021857924	0.25136612021857924	0.25136612021857924	0.17073170731707318	0.018867924528301886	0.13846153846153847	0.10909090909090909	183	183	183	183	41	53	65	55
Ha412HOChr01	115000000	0.25	0.25	0.25	0.25	0.175	0.02857142857142857	0.13636363636363635	0.15	184	184	184	184	40	35	66	40
Ha412HOChr01	116000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.16666666666666666	0.018518518518518517	0.13846153846153847	0.13953488372093023	180	180	180	180	42	54	65	43
Ha412HOChr01	117000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.1794871794871795	0.022727272727272728	0.14285714285714285	0.18181818181818182	180	180	180	180	39	44	63	33
Ha412HOChr01	118000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.175	0.024390243902439025	0.14285714285714285	0.1935483870967742	180	180	180	180	40	41	63	31
Ha412HOChr01	119000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.16666666666666666	0.023809523809523808	0.14285714285714285	0.16216216216216217	180	180	180	180	42	42	63	37
Ha412HOChr01	120000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.1794871794871795	0.024390243902439025	0.140625	0.23076923076923078	180	180	180	180	39	41	64	26
Ha412HOChr01	121000000	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.25555555555555554	0.1794871794871795	0.024390243902439025	0.140625	0.23076923076923078	180	180	180	180	39	41	64	26
Ha412HOChr01	122000000	0.2569832402234637	0.2569832402234637	0.2569832402234637	0.2569832402234637	0.1794871794871795	0.023255813953488372	0.140625	0.18181818181818182	179	179	179	179	39	43	64	33
Ha412HOChr01	123000000	0.2569832402234637	0.2569832402234637	0.2569832402234637	0.2569832402234637	0.175	0.025	0.12698412698412698	0.18181818181818182	179	179	179	179	40	40	63	33
Ha412HOChr01	124000000	0.2596685082872928	0.2596685082872928	0.2596685082872928	0.2596685082872928	0.1794871794871795	0.02127659574468085	0.140625	0.21428571428571427	181	181	181	181	39	47	64	28
Ha412HOChr01	125000000	0.2611111111111111	0.2611111111111111	0.2611111111111111	0.2611111111111111	0.1794871794871795	0.02127659574468085	0.140625	0.21428571428571427	180	180	180	180	39	47	64	28
Ha412HOChr01	126000000	0.25842696629213485	0.25842696629213485	0.25842696629213485	0.25842696629213485	0.21951219512195122	0.0392156862745098	0.171875	0.26666666666666666	178	178	178	178	41	51	64	30
Ha412HOChr01	127000000	0.26256983240223464	0.26256983240223464	0.26256983240223464	0.26256983240223464	0.1794871794871795	0.02	0.14516129032258066	0.21428571428571427	179	179	179	179	39	50	62	28
Ha412HOChr01	128000000	0.26256983240223464	0.26256983240223464	0.26256983240223464	0.26256983240223464	0.1794871794871795	0.023809523809523808	0.14516129032258066	0.2222222222222222	179	179	179	179	39	42	62	27
Ha412HOChr01	129000000	0.26256983240223464	0.26256983240223464	0.26256983240223464	0.26256983240223464	0.1794871794871795	0.024390243902439025	0.14754098360655737	0.2222222222222222	179	179	179	179	39	41	61	27
Ha412HOChr01	130000000	0.2640449438202247	0.2640449438202247	0.2640449438202247	0.2640449438202247	0.17073170731707318	0.023809523809523808	0.14754098360655737	0.20689655172413793	178	178	178	178	41	42	61	29
Ha412HOChr01	131000000	0.26256983240223464	0.26256983240223464	0.26256983240223464	0.26256983240223464	0.19047619047619047	0.02702702702702703	0.15	0.23333333333333334	179	179	179	179	42	37	60	30
Ha412HOChr01	132000000	0.26256983240223464	0.26256983240223464	0.26256983240223464	0.26256983240223464	0.16666666666666666	0.014705882352941176	0.14516129032258066	0.175	179	179	179	179	42	68	62	40
Ha412HOChr01	133000000	0.27710843373493976	0.27710843373493976	0.27710843373493976	0.27710843373493976	0.17073170731707318	0.019230769230769232	0.15254237288135594	0.23076923076923078	166	166	166	166	41	52	59	26
Ha412HOChr01	134000000	0.21739130434782608	0.21739130434782608	0.21739130434782608	0.21739130434782608	0.13333333333333333	0.03125	0.14285714285714285	0.16216216216216217	184	184	184	184	45	32	63	37
Ha412HOChr01	135000000	0.23333333333333334	0.23333333333333334	0.23333333333333334	0.23333333333333334	0.14285714285714285	0	0.06557377049180328	0.2	180	180	180	180	42	47	61	25
Ha412HOChr01	136000000	0.20967741935483872	0.20967741935483872	0.20967741935483872	0.20967741935483872	0.13043478260869565	0.01694915254237288	0.056338028169014086	0.03636363636363636	186	186	186	186	46	59	71	55
Ha412HOChr01	137000000	0.22527472527472528	0.22527472527472528	0.22527472527472528	0.22527472527472528	0.0847457627118644	0.012658227848101266	0.05714285714285714	0.05952380952380952	182	182	182	182	59	79	70	84
Ha412HOChr01	138000000	0.2303370786516854	0.2303370786516854	0.2303370786516854	0.2303370786516854	0.08928571428571429	0.015873015873015872	0.06349206349206349	0.1	178	178	178	178	56	63	63	50
Ha412HOChr01	139000000	0.24598930481283424	0.24598930481283424	0.24598930481283424	0.24598930481283424	0.11538461538461539	0	0.06557377049180328	0.06451612903225806	187	187	187	187	52	64	61	62
